Name,X [ ],Y [ ],DeltaE [kcal/mol],Reaction,HOMO Energy [eV],Mulliken Charge [a.u],Molecular Weight in [a.u.],Molecular Shape [ ],Molecular Volume [A^3],L1,L2,bond type
Pt_83.85,5.300921147091e+00,-6.183779516776e+00,-53.272352,Hiyama,NAN,NAN,550.517,0.44,741.4048,83,85,1
Pt_83.86,5.448427401342e+00,-5.891770566577e+00,-52.046782,Hiyama,NAN,NAN,548.501,0.48,913.4447,83,86,1
Pt_83.87,6.395581371704e+00,-6.589618243095e+00,-48.201632,Stille,NAN,NAN,486.430,0.4,634.6606,83,87,1
Pt_83.88,6.611968814570e+00,-5.981364520170e+00,-51.028110,Hiyama,NAN,NAN,514.440,0.5,876.5178,83,88,1
Pt_83.89,5.221820969594e+00,-6.365206430297e+00,-50.482435,Hiyama,NAN,NAN,526.495,0.3913,813.5697,83,89,1
Pt_8.38,-5.148817569338e+00,3.782063284891e+00,-41.633007,Negishi,NAN,NAN,574.670,0.33333,635.2635,8,38,1
Pt_83.90,4.079485138390e+00,-6.020417681873e+00,-32.060427,Kumada,NAN,NAN,575.523,0.40741,1068.293,83,90,1
Pt_8.39,-5.885992893444e+00,3.853739236495e+00,-38.999606,Negishi,NAN,NAN,602.724,0.34483,831.8955,8,39,1
Pt_8.40,-6.291751783973e+00,3.717404630673e+00,-35.006882,Kumada,NAN,NAN,630.778,0.32258,905.8505,8,40,1
Pt_8.41,-1.848488831564e+01,6.244650625500e+00,-36.610400,Kumada,-4.26614,-0.602783,781.965,0.54167,1494.543,8,41,1
Pt_8.42,-5.540098304435e+00,4.028619421162e+00,-37.056432,Kumada,NAN,NAN,613.491,0.37037,832.6124,8,42,1
Pt_8.43,-5.863935245543e+00,3.826390247060e+00,-40.700000,Negishi,-4.58327,-0.539218,641.545,0.34483,799.9817,8,43,1
Pt_8.44,-5.909444933072e+00,3.854576902181e+00,-37.734840,Kumada,NAN,NAN,600.708,0.34483,856.4029,8,44,1
Pt_8.45,-8.541615055617e+00,3.209879436192e+00,-33.738000,Kumada,-4.48935,-0.542574,706.876,0.32432,1322.762,8,45,1
Pt_8.46,-8.575764530944e+00,3.027583753654e+00,-34.366432,Kumada,NAN,NAN,726.866,0.33333,1188.759,8,46,1
Pt_8.47,-9.263500280814e+00,3.016003215290e+00,-28.025439,Kumada,NAN,NAN,740.893,0.325,1494.754,8,47,1
Pt_84.84,-1.000753133897e+01,-7.194588821994e+00,-28.180019,Kumada,NAN,NAN,727.855,0.40541,1623.901,84,84,1
Pt_84.85,4.105862716770e+00,-5.568755176480e+00,-48.751929,Stille,NAN,NAN,607.660,0.46667,940.9791,84,85,1
Pt_84.86,2.749836499145e+00,-4.335513114457e+00,-46.183261,Stille,NAN,NAN,605.644,0.5,1363.264,84,86,1
Pt_84.87,4.472931805017e+00,-5.929377969075e+00,-46.199098,Stille,NAN,NAN,543.573,0.44,1036.657,84,87,1
Pt_84.88,4.944774814148e+00,-4.798353759270e+00,-46.257118,Stille,NAN,NAN,571.583,0.51852,1059.263,84,88,1
Pt_84.89,3.861957055647e+00,-5.935448876357e+00,-42.664625,Negishi,NAN,NAN,583.638,0.42857,1086.174,84,89,1
Pt_8.48,-6.314673095818e+00,3.883698147349e+00,-44.035815,Stille,NAN,NAN,636.741,0.375,867.6501,8,48,1
Pt_84.90,2.817834839405e+00,-5.684801206220e+00,-24.722827,Suzuki,NAN,NAN,632.666,0.4375,1295.556,84,90,1
Pt_8.49,-6.262389265407e+00,3.957097370897e+00,-40.943655,Negishi,NAN,NAN,634.725,0.375,795.4095,8,49,1
Pt_8.50,4.322732242185e+00,-6.264422423194e+00,-36.794919,Kumada,NAN,NAN,555.624,0.38462,733.6149,8,50,1
Pt_8.51,4.122077102290e+00,-6.221413231816e+00,-46.285034,Stille,NAN,NAN,590.069,0.38462,780.8437,8,51,1
Pt_8.52,4.151833333803e+00,-6.298056024531e+00,-38.780349,Negishi,NAN,NAN,590.069,0.37037,742.2815,8,52,1
Pt_8.53,4.159347431365e+00,-6.151915814615e+00,-34.563020,Kumada,NAN,NAN,590.069,0.40741,811.7067,8,53,1
Pt_8.54,4.200546418213e+00,-6.289912336892e+00,-36.510577,Kumada,NAN,NAN,573.614,0.37037,740.0726,8,54,1
Pt_8.55,3.983249390119e+00,-6.210659681375e+00,-34.458251,Kumada,NAN,NAN,573.614,0.37037,875.4445,8,55,1
Pt_8.56,4.245792564661e+00,-6.168952941017e+00,-37.803192,Kumada,NAN,NAN,573.614,0.40741,790.0656,8,56,1
Pt_8.57,4.118197489261e+00,-6.272713337335e+00,-35.084644,Kumada,NAN,NAN,569.651,0.37037,763.0362,8,57,1
Pt_85.85,2.139368172913e+01,-9.837293319170e-01,-65.241372,None,NAN,NAN,487.465,0.56522,502.9308,85,85,1
Pt_85.86,2.005329892614e+01,4.977996976389e-01,-65.898995,None,NAN,NAN,485.449,0.6087,861.0585,85,86,1
Pt_85.87,2.222597581651e+01,-1.492841859467e+00,-58.214727,None,NAN,NAN,423.378,0.55556,336.1744,85,87,1
Pt_85.88,2.273303771823e+01,-8.640027908765e-01,-63.530802,None,NAN,NAN,451.388,0.65,526.1459,85,88,1
Pt_85.89,2.151984304155e+01,-1.302172472401e+00,-63.838337,None,NAN,NAN,463.443,0.52381,429.8359,85,89,1
Pt_8.58,4.098334606017e+00,-6.263284341531e+00,-34.983366,Kumada,NAN,NAN,569.651,0.37037,774.8138,8,58,1
Pt_85.90,2.022296951520e+01,-1.337806806815e+00,-42.660337,Negishi,NAN,NAN,512.471,0.52,497.8033,85,90,1
Pt_8.59,4.194604887228e+00,-6.165629855671e+00,-35.531651,Kumada,NAN,NAN,569.651,0.40741,795.8240,8,59,1
Pt_8.60,3.929194268330e+00,-6.258981552091e+00,-41.291896,Negishi,NAN,NAN,585.650,0.35714,836.9522,8,60,1
Pt_8.61,3.843405898190e+00,-6.131303629734e+00,-38.896248,Negishi,NAN,NAN,585.650,0.39286,968.7297,8,61,1
Pt_8.62,3.987380683350e+00,-6.020444085987e+00,-39.723585,Negishi,NAN,NAN,585.650,0.42857,961.1653,8,62,1
Pt_8.63,3.958127657270e+00,-6.072853185361e+00,-35.139458,Kumada,NAN,NAN,598.692,0.41379,880.7067,8,63,1
Pt_8.64,3.871168380766e+00,-6.259691545401e+00,-43.452901,Stille,NAN,NAN,583.677,0.35714,850.2838,8,64,1
Pt_8.65,3.871745307036e+00,-6.234513979125e+00,-38.804034,Negishi,NAN,NAN,597.704,0.37931,826.4659,8,65,1
Pt_8.66,4.045803416395e+00,-6.233824729548e+00,-28.924627,Kumada,NAN,NAN,609.594,0.37931,796.1125,8,66,1
Pt_8.67,6.102803357569e+00,-2.165233780625e+01,-36.676734,Kumada,NAN,NAN,544.597,0.45,659.8079,8,67,1
Pt_86.86,2.283187189319e+01,-1.200107808998e-01,-64.710268,None,NAN,NAN,483.433,0.65217,41.79679,86,86,1
Pt_86.87,2.263609938558e+01,-1.457982869240e+00,-57.863560,None,NAN,NAN,421.362,0.61111,205.8466,86,87,1
Pt_86.88,2.341903385316e+01,-1.119645143794e+00,-64.319195,None,NAN,NAN,450.380,0.7,188.6769,86,88,1
Pt_86.89,2.197973716926e+01,-1.243852851019e+00,-58.392598,None,NAN,NAN,461.427,0.57143,414.2907,86,89,1
Pt_8.68,6.232146318121e+00,-2.200237026838e+01,-36.964385,Kumada,NAN,NAN,534.602,0.375,720.3797,8,68,1
Pt_86.90,2.092054938447e+01,-9.043182177589e-01,-41.331387,Negishi,NAN,NAN,510.455,0.56,248.6575,86,90,1
Pt_8.69,4.990438699583e+00,-6.437595813093e+00,-38.223757,Kumada,NAN,NAN,535.633,0.375,580.1008,8,69,1
Pt_8.70,3.920535210325e+00,-6.232926058338e+00,-36.720982,Kumada,NAN,NAN,597.704,0.37931,814.3224,8,70,1
Pt_8.71,-4.077237269729e+00,4.354793802290e+00,-28.933500,Kumada,-5.53384,-0.344449,504.532,0.40909,627.5102,8,71,1
Pt_8.72,-9.474117581252e+00,-1.008745543323e+01,-32.448309,Kumada,NAN,NAN,677.750,0.32353,1032.271,8,72,1
Pt_8.73,-1.030859447143e+01,-9.638174442873e+00,-18.839034,Kumada,NAN,NAN,736.774,0.31579,1118.363,8,73,1
Pt_8.74,-8.082864577867e+00,-1.095742569342e+01,-32.630372,Kumada,NAN,NAN,595.689,0.33333,793.2165,8,74,1
Pt_8.75,-8.083864184357e+00,-1.095873452928e+01,-35.987399,Kumada,NAN,NAN,614.648,0.32143,821.3845,8,75,1
Pt_8.76,-1.389910474931e+01,2.570274284603e+00,-16.369536,Kumada,NAN,NAN,864.111,0.37931,1750.476,8,76,1
Pt_8.77,-1.287397749147e+01,1.408182819592e+00,-20.349657,Kumada,NAN,NAN,867.135,0.2449,1658.103,8,77,1
Pt_87.87,2.231318809770e+01,-2.245964449169e+00,-55.657128,Hiyama,NAN,NAN,359.291,0.53846,139.3487,87,87,1
Pt_87.88,2.317547619534e+01,-1.495107029764e+00,-62.053303,None,NAN,NAN,387.301,0.66667,195.8518,87,88,1
Pt_87.89,2.178923491198e+01,-1.906393160484e+00,-55.929458,None,NAN,NAN,399.356,0.5,234.6785,87,89,1
Pt_8.78,-4.978089788859e+00,4.069249032300e+00,-17.138667,Kumada,NAN,NAN,544.577,0.36,766.8703,8,78,1
Pt_87.90,2.144807036756e+01,-1.441400396109e+00,-33.267432,Kumada,NAN,NAN,448.384,0.5,345.7226,87,90,1
Pt_8.79,4.738598813373e+00,-6.422531622968e+00,-22.920370,Kumada,NAN,NAN,545.585,0.36,637.7115,8,79,1
Pt_8.80,6.094828935129e+00,-2.168549606805e+01,-33.263013,Kumada,NAN,NAN,545.585,0.45,702.2439,8,80,1
Pt_8.81,-1.102999563355e+01,-9.374379348866e+00,-31.675832,Kumada,NAN,NAN,756.808,0.275,1203.135,8,81,1
Pt_8.82,-8.491869644631e+00,-1.081069398302e+01,-30.944728,Kumada,NAN,NAN,640.734,0.3,792.3610,8,82,1
Pt_8.83,-9.064043717947e+00,-1.034332261609e+01,-27.432273,Kumada,NAN,NAN,685.767,0.30303,930.1082,8,83,1
Pt_8.84,-1.063702399119e+01,-9.384326822908e+00,-26.680744,Kumada,NAN,NAN,742.909,0.34211,1204.816,8,84,1
Pt_8.85,4.004642245723e+00,-5.814208985980e+00,-49.168995,Stille,NAN,NAN,622.714,0.3871,728.4459,8,85,1
Pt_8.86,3.532997957205e+00,-5.946513476246e+00,-42.892587,Negishi,NAN,NAN,620.698,0.41935,1007.645,8,86,1
Pt_8.87,4.361254302225e+00,-6.447845669385e+00,-36.984250,Kumada,NAN,NAN,558.628,0.34615,703.4139,8,87,1
Pt_88.88,2.430797328311e+01,-1.082740086061e+00,-64.437921,None,NAN,NAN,415.311,0.76471,366.2262,88,88,1
Pt_88.89,2.260761075818e+01,-1.437750717637e+00,-59.606352,None,NAN,NAN,428.374,0.61111,304.7661,88,89,1
Pt_8.88,4.198395646971e+00,-6.071377310410e+00,-44.810139,Stille,NAN,NAN,586.638,0.42857,863.3444,8,88,1
Pt_88.90,2.211409715567e+01,-1.172283965000e+00,-45.990200,Stille,NAN,NAN,477.402,0.59091,290.3005,88,90,1
Pt_8.89,3.729314781215e+00,-6.262630875416e+00,-37.184561,Kumada,NAN,NAN,598.692,0.34483,899.8421,8,89,1
Pt_8.8,-1.106351586660e+01,-1.018135051357e+01,-14.281500,Kumada,-4.58572,-0.694258,757.964,0.28205,815.0050,8,8,1
Pt_8.90,3.119045593053e+00,-6.184543832227e+00,-24.595375,Suzuki,NAN,NAN,647.720,0.36364,1047.021,8,90,1
Pt_89.89,2.110639283648e+01,-1.640566004473e+00,-54.999572,Hiyama,NAN,NAN,439.421,0.47368,256.0300,89,89,1
Pt_89.90,2.014232912938e+01,-1.038967535398e+00,-37.657365,Kumada,NAN,NAN,488.449,0.47826,567.0786,89,90,1
Pt_8.9,-1.094202808703e+01,-9.501839449993e+00,-25.280300,Suzuki,-4.74278,-0.616879,739.821,0.28205,1094.050,8,9,1
Pt_90.90,1.780086459701e+01,-1.932127079568e+00,-18.491737,Kumada,NAN,NAN,537.477,0.48148,571.2139,90,90,1
Pt_9.10,-1.375560745696e+01,-7.083142391828e+00,-41.130000,Negishi,-4.80975,-0.515080,811.756,0.28889,2093.892,9,10,1
Pt_9.11,-1.175502570687e+01,-8.920489972071e+00,-38.945307,Negishi,NAN,NAN,825.013,0.28571,1402.968,9,11,1
Pt_9.12,-1.119407434173e+01,-9.319588898512e+00,-41.345875,Negishi,NAN,NAN,775.648,0.28571,1204.396,9,12,1
Pt_9.13,-1.175757155661e+01,-8.793628796796e+00,-40.190000,Negishi,-4.88379,-0.498881,763.759,0.28571,1516.755,9,13,1
Pt_9.14,-1.173404046972e+01,-8.917308142042e+00,-41.300000,Negishi,-4.94912,-0.448436,763.759,0.2619,1466.190,9,14,1
Pt_9.15,-1.142629193281e+01,-9.339154854824e+00,-34.750000,Kumada,-4.9268,-0.493450,763.759,0.2619,1173.541,9,15,1
Pt_9.16,-1.625603653613e+01,-8.061595606826e+00,-35.834959,Kumada,NAN,NAN,845.904,0.39286,1774.717,9,16,1
Pt_9.17,-8.268259488659e+00,-1.078564321009e+01,-42.103897,Negishi,NAN,NAN,591.573,0.32143,926.2486,9,17,1
Pt_9.18,-9.599489150693e+00,-1.004117227335e+01,-35.406855,Kumada,NAN,NAN,675.734,0.29412,1069.935,9,18,1
Pt_9.19,-8.137566361573e+00,-1.051021042315e+01,-43.320000,Stille,-4.95865,-0.459717,597.536,0.37931,1063.072,9,19,1
Pt_9.20,-8.984357702916e+00,-1.021249793144e+01,-40.700000,Negishi,-5.19221,-0.488097,657.588,0.33333,1114.529,9,20,1
Pt_9.21,-1.043483760777e+01,-9.600044089802e+00,-38.660000,Kumada,-4.9219,-0.496592,701.688,0.2973,1166.126,9,21,1
Pt_9.22,-1.124827048420e+01,-9.203720616654e+00,-25.190000,Suzuki,-4.75612,-0.630038,747.800,0.275,1323.092,9,22,1
Pt_9.23,-1.145875315246e+01,-9.245758023578e+00,-16.545300,Kumada,-4.61675,-0.636225,775.854,0.28571,1228.758,9,23,1
Pt_9.24,-1.090181550032e+01,-9.480843676363e+00,-37.940000,Kumada,-4.9151,-0.490417,727.726,0.28205,1135.641,9,24,1
Pt_9.25,-1.108751239566e+01,-9.375792989586e+00,-37.340000,Kumada,-4.98179,-0.483680,735.705,0.275,1203.512,9,25,1
Pt_9.26,-1.117883731981e+01,-9.349907739448e+00,-40.828759,Negishi,NAN,NAN,751.704,0.26829,1206.607,9,26,1
Pt_9.27,-1.109736732982e+01,-9.250740412415e+00,-42.251458,Negishi,NAN,NAN,735.705,0.3,1298.809,9,27,1
Pt_9.28,-8.009563224113e+00,-1.054437811752e+01,-36.130000,Kumada,-5.12933,-0.394872,607.484,0.37931,1132.289,9,28,1
Pt_9.29,-7.991491523856e+00,-1.062651222101e+01,-46.374081,Stille,NAN,NAN,604.532,0.37931,1096.801,9,29,1
Pt_9.30,-1.043790334872e+01,-9.577447521960e+00,-32.303191,Kumada,NAN,NAN,730.774,0.28947,1170.936,9,30,1
Pt_9.31,-9.010318135678e+00,-1.022282648839e+01,-44.575937,Stille,NAN,NAN,675.655,0.32353,1094.292,9,31,1
Pt_9.32,-5.522111381922e+00,3.854774393289e+00,-45.660000,Stille,-4.60368,-0.495141,554.512,0.33333,859.1429,9,32,1
Pt_9.33,-5.959390847636e+00,3.854718188093e+00,-49.359625,Stille,NAN,NAN,582.565,0.34483,978.9747,9,33,1
Pt_9.34,-6.310406934850e+00,3.732481350856e+00,-49.306665,Stille,NAN,NAN,610.619,0.32258,1014.537,9,34,1
Pt_9.35,-6.622341974446e+00,3.559030048778e+00,-42.422762,Negishi,NAN,NAN,638.673,0.30303,971.9554,9,35,1
Pt_9.36,-8.011999559699e+00,3.241285135200e+00,-44.876389,Stille,NAN,NAN,690.749,0.32432,1123.765,9,36,1
Pt_9.37,-1.852613245087e+01,6.199767400578e+00,-32.417255,Kumada,NAN,NAN,761.807,0.54167,1606.579,9,37,1
Pt_9.38,-5.677602885411e+00,3.844421410157e+00,-47.940000,Stille,-4.57837,-0.492481,556.527,0.33333,955.0609,9,38,1
Pt_9.39,-5.940185218908e+00,3.857243888839e+00,-48.085328,Stille,NAN,NAN,584.581,0.34483,950.6083,9,39,1
Pt_9.40,-6.297461876613e+00,3.733987610730e+00,-48.826871,Stille,NAN,NAN,612.635,0.32258,995.1876,9,40,1
Pt_9.41,-1.002687484902e+01,2.772498089385e+00,-40.003263,Negishi,NAN,NAN,764.830,0.30233,1586.850,9,41,1
Pt_9.42,-5.601590970824e+00,4.009510898707e+00,-47.377192,Stille,NAN,NAN,595.348,0.37037,947.1633,9,42,1
Pt_9.43,-6.096173561219e+00,3.852503453330e+00,-45.558623,Stille,NAN,NAN,623.402,0.34483,1047.628,9,43,1
Pt_9.44,-6.009913735470e+00,3.848098603429e+00,-45.894267,Stille,NAN,NAN,582.565,0.34483,1031.800,9,44,1
Pt_9.45,-8.452151731494e+00,3.258581026081e+00,-43.633790,Stille,NAN,NAN,688.733,0.32432,1330.924,9,45,1
Pt_9.46,-8.686953869360e+00,3.129620719851e+00,-45.566603,Stille,NAN,NAN,708.723,0.33333,1318.756,9,46,1
Pt_9.47,-8.819939001254e+00,3.019503346432e+00,-45.672133,Stille,NAN,NAN,722.750,0.325,1290.975,9,47,1
Pt_9.48,-6.560006737895e+00,3.818706019385e+00,-47.007750,Stille,NAN,NAN,618.598,0.375,1137.131,9,48,1
Pt_9.49,-6.441393631371e+00,3.834955752285e+00,-47.430000,Stille,-4.55795,-0.501867,616.582,0.375,1072.833,9,49,1
Pt_9.50,4.090822774716e+00,-6.186785367530e+00,-43.960000,Stille,-4.7368,-0.491910,537.481,0.38462,930.0229,9,50,1
Pt_9.51,3.781886757419e+00,-6.158375128388e+00,-42.880000,Negishi,-4.72917,-0.465987,571.926,0.37037,1055.867,9,51,1
Pt_9.52,3.888655338440e+00,-6.185562205161e+00,-43.890000,Stille,-4.8514,-0.485249,571.926,0.37037,959.3486,9,52,1
Pt_9.53,3.905830268905e+00,-6.083273372174e+00,-44.990000,Stille,-4.84296,-0.489926,571.926,0.40741,1030.267,9,53,1
Pt_9.54,3.861277003059e+00,-6.176844488805e+00,-43.270000,Stille,-4.74877,-0.481067,555.471,0.37037,1028.159,9,54,1
Pt_9.55,3.936116102512e+00,-6.194309245643e+00,-43.720000,Stille,-4.83724,-0.486375,555.471,0.37037,962.0714,9,55,1
Pt_9.56,3.910295147788e+00,-6.053464422116e+00,-44.310000,Stille,-4.81628,-0.494452,555.471,0.40741,1075.854,9,56,1
Pt_9.57,3.984648116611e+00,-6.216188125736e+00,-43.810000,Stille,-4.72808,-0.482475,551.508,0.37037,893.6281,9,57,1
Pt_9.58,3.812062692113e+00,-6.170246962699e+00,-45.060000,Stille,-4.69569,-0.495526,551.508,0.37037,1048.415,9,58,1
Pt_9.59,3.764745287860e+00,-5.971654373663e+00,-44.340000,Stille,-4.67555,-0.494037,551.508,0.40741,1153.433,9,59,1
Pt_9.60,3.805752096922e+00,-6.202928815478e+00,-43.450000,Stille,-4.7779,-0.473635,567.507,0.35714,985.8873,9,60,1
Pt_9.61,3.875989602994e+00,-6.135019908882e+00,-44.190000,Stille,-4.7142,-0.494912,567.507,0.39286,990.9512,9,61,1
Pt_9.62,3.714940016501e+00,-5.824687024328e+00,-45.540000,Stille,-4.63118,-0.502564,567.507,0.42857,1174.991,9,62,1
Pt_9.63,3.716858862337e+00,-6.023654835998e+00,-44.850000,Stille,-4.47983,-0.505921,580.549,0.41379,1083.473,9,63,1
Pt_9.64,3.726825980839e+00,-6.196032078568e+00,-46.400000,Stille,-4.68834,-0.467949,565.535,0.35714,1025.349,9,64,1
Pt_9.65,3.527662730131e+00,-6.103217785685e+00,-43.850000,Stille,-4.63744,-0.471778,579.561,0.37931,1145.628,9,65,1
Pt_9.66,3.823257931139e+00,-6.154167483570e+00,-43.810000,Stille,-4.8092,-0.456343,591.451,0.37931,982.0459,9,66,1
Pt_9.67,5.890788766369e+00,-2.173941019099e+01,-47.792022,Stille,NAN,NAN,526.454,0.45,943.7048,9,67,1
Pt_9.68,6.196925361543e+00,-2.199910768879e+01,-44.310000,Stille,-4.77817,-0.394187,516.459,0.375,794.4829,9,68,1
Pt_9.69,4.542071272050e+00,-6.311354506120e+00,-43.800000,Stille,-4.71774,-0.452082,517.490,0.375,811.1296,9,69,1
Pt_9.70,3.694183174481e+00,-6.144378761406e+00,-43.540000,Stille,-4.72155,-0.441526,579.561,0.37931,1015.127,9,70,1
Pt_9.71,-4.117605352336e+00,4.338888982302e+00,-29.390000,Kumada,-5.76277,-0.287920,486.389,0.40909,745.3548,9,71,1
Pt_9.72,-9.464116621779e+00,-9.967263349055e+00,-40.278859,Negishi,NAN,NAN,659.607,0.32353,1168.884,9,72,1
Pt_9.73,-1.055560126970e+01,-8.912964184111e+00,-29.662405,Kumada,NAN,NAN,718.631,0.31579,1494.253,9,73,1
Pt_9.74,-8.082354047816e+00,-1.087570086734e+01,-41.335247,Negishi,NAN,NAN,577.546,0.33333,920.1174,9,74,1
Pt_9.75,-8.094834384958e+00,-1.087601821352e+01,-43.256898,Stille,NAN,NAN,596.505,0.32143,957.4563,9,75,1
Pt_9.76,-1.372178126559e+01,2.481194156951e+00,-48.591252,Stille,NAN,NAN,845.968,0.36667,1851.916,9,76,1
Pt_9.77,-1.380163919213e+01,2.681934379524e+00,-46.714688,Stille,NAN,NAN,847.984,0.36667,1580.994,9,77,1
Pt_9.78,-5.058161330383e+00,4.014170597693e+00,-27.034241,Kumada,NAN,NAN,526.434,0.36,905.1077,9,78,1
Pt_9.79,4.213703702279e+00,-6.302329804732e+00,-32.615055,Kumada,NAN,NAN,527.442,0.36,927.9410,9,79,1
Pt_9.80,5.958981637189e+00,-2.173291632372e+01,-41.597555,Negishi,NAN,NAN,527.442,0.45,909.3391,9,80,1
Pt_9.81,-1.096572309941e+01,-9.354336837068e+00,-38.748762,Negishi,NAN,NAN,738.665,0.275,1250.700,9,81,1
Pt_9.82,-8.443828725894e+00,-1.074345736690e+01,-41.662582,Negishi,NAN,NAN,622.591,0.3,888.7256,9,82,1
Pt_9.83,-8.962322374662e+00,-1.038118240792e+01,-39.901549,Negishi,NAN,NAN,667.624,0.30303,946.1021,9,83,1
Pt_9.84,-1.060585590422e+01,-9.214952395563e+00,-36.179326,Kumada,NAN,NAN,724.766,0.34211,1323.326,9,84,1
Pt_9.85,3.322285667660e+00,-6.051868305540e+00,-52.425553,Hiyama,NAN,NAN,604.571,0.3871,1192.665,9,85,1
Pt_9.86,3.114237335395e+00,-5.849413652514e+00,-50.564396,Hiyama,NAN,NAN,602.556,0.41935,1278.721,9,86,1
Pt_9.87,4.101797568403e+00,-6.321371950202e+00,-46.034688,Stille,NAN,NAN,540.485,0.34615,888.5257,9,87,1
Pt_9.88,3.898095001374e+00,-5.915614228065e+00,-50.553810,Hiyama,NAN,NAN,568.495,0.42857,1107.597,9,88,1
Pt_9.89,3.632201204665e+00,-6.204708956323e+00,-47.549080,Stille,NAN,NAN,580.549,0.34483,1047.444,9,89,1
Pt_9.90,3.274600189344e+00,-6.211595424631e+00,-29.984547,Kumada,NAN,NAN,629.578,0.36364,1005.709,9,90,1
Pt_9.9,-1.099331282573e+01,-9.273534032402e+00,-39.650000,Negishi,-4.97607,-0.494390,721.678,0.28205,1318.668,9,9,1
Cu_0.0,-8.304207203009e-01,-1.553188418776e+01,17.320000,None,-14.8359,0.007281,241.498,0.55556,45.39951,0,0,2
Cu_0.10,-6.374345599429e+00,-6.471764219140e+00,-17.170000,Kumada,-8.81048,-0.305830,505.899,0.43333,1530.275,0,10,2
Cu_0.11,-5.873602719508e+00,-9.908394088845e+00,-25.150000,Suzuki,-9.70933,-0.284511,519.156,0.40741,938.3636,0,11,2
Cu_0.12,-5.767485856412e+00,-1.043844039989e+01,-13.920000,Kumada,-9.91703,-0.271286,469.791,0.40741,836.0496,0,12,2
Cu_0.13,-6.105918509521e+00,-9.543710409677e+00,-12.076754,Kumada,NAN,NAN,457.902,0.40741,1158.135,0,13,2
Cu_0.14,-6.543217761840e+00,-1.008722611221e+01,-13.590000,Kumada,-9.4578,-0.302379,457.902,0.33333,1015.141,0,14,2
Cu_0.15,-6.386153731528e+00,-1.027766451958e+01,-4.079728,Stille,NAN,NAN,457.902,0.33333,856.5184,0,15,2
Cu_0.16,-7.905279338061e+00,-9.101361151970e+00,2.151174,Hiyama,NAN,NAN,542.063,0.33333,1285.061,0,16,2
Cu_0.17,-2.715592083272e+00,-1.344840419060e+01,-4.324318,Stille,NAN,NAN,285.716,0.46154,290.3951,0,17,2
Cu_0.18,-4.502094122359e+00,-1.190112516671e+01,6.073414,None,NAN,NAN,369.877,0.36842,516.7440,0,18,2
Cu_0.19,-1.603243936688e+00,-1.401203691650e+01,-0.810000,Stille,-10.8793,-0.316524,291.679,0.57143,258.5237,0,19,2
Cu_0.1,-9.008420158063e-01,-1.520588130452e+01,13.772474,None,NAN,NAN,290.863,0.55556,84.21028,0,1,2
Cu_0.20,-3.334212156474e+00,-1.269231198209e+01,-13.500000,Kumada,-10.4032,-0.427420,351.731,0.44444,469.1081,0,20,2
Cu_0.21,-5.012828900206e+00,-1.114236292818e+01,-11.510000,Kumada,-10.3226,-0.462113,395.831,0.40909,659.7968,0,21,2
Cu_0.22,-5.769722259036e+00,-1.070913548401e+01,5.830277,None,NAN,NAN,441.943,0.36,621.4688,0,22,2
Cu_0.23,-6.099900399776e+00,-1.041686715909e+01,5.258582,Hiyama,NAN,NAN,469.997,0.37037,704.9749,0,23,2
Cu_0.24,-5.605477130675e+00,-1.077198390740e+01,-2.475771,Stille,NAN,NAN,421.869,0.375,702.9831,0,24,2
Cu_0.25,-5.884959163008e+00,-1.058495867774e+01,1.560000,Hiyama,-9.82638,-0.438400,429.848,0.36,756.0515,0,25,2
Cu_0.26,-6.002728399917e+00,-1.053537315411e+01,-8.967500,Negishi,NAN,NAN,445.847,0.34615,739.9809,0,26,2
Cu_0.27,-5.732283504086e+00,-1.055197760923e+01,-13.670000,Kumada,-9.85333,-0.515692,429.848,0.4,834.1487,0,27,2
Cu_0.28,-1.511350313249e+00,-1.426010469875e+01,15.340000,None,-11.9009,-0.119013,301.627,0.57143,193.9762,0,28,2
Cu_0.29,-1.525859951340e+00,-1.424922850759e+01,0.009886,Stille,NAN,NAN,298.675,0.57143,215.6606,0,29,2
Cu_0.2,-1.328540813571e+00,-1.503280124788e+01,-0.045371,Stille,NAN,NAN,229.608,0.55556,183.7081,0,2,2
Cu_0.30,-5.309602762755e+00,-1.115855616081e+01,4.080000,Hiyama,-9.32905,-0.642164,424.917,0.34783,652.8491,0,30,2
Cu_0.31,-3.440004940751e+00,-1.275285953939e+01,-4.640985,Stille,NAN,NAN,369.798,0.42105,374.6778,0,31,2
Cu_0.32,7.015695722722e-02,5.482569380589e+00,16.780000,None,-10.9348,-0.055166,248.654,0.5,120.4768,0,32,2
Cu_0.33,-5.142819409090e-01,5.150743380720e+00,0.779176,Hiyama,NAN,NAN,276.708,0.5,241.5879,0,33,2
Cu_0.34,-1.435189259884e+00,4.939968726787e+00,2.490001,Hiyama,NAN,NAN,304.762,0.4375,295.6594,0,34,2
Cu_0.35,-1.986209981820e+00,4.467232459393e+00,2.273301,Hiyama,NAN,NAN,332.816,0.38889,362.9874,0,35,2
Cu_0.36,-2.284379638990e+00,4.905931452030e+00,1.619876,Hiyama,NAN,NAN,384.892,0.5,475.2718,0,36,2
Cu_0.37,-4.087663452630e+00,4.771790475463e+00,-18.750000,Kumada,-9.4265,-0.513866,456.958,0.46429,614.8409,0,37,2
